"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Happy Valentine’s Day to the extraordinarily smart, beautiful, funny, one and only @MichelleObama. It’s true; she d… https://t.co/STEbQ40XQ5",FALSE,411303,NA,2019-02-14 18:32:00,TRUE,NA,"1096114852941234176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",36586,FALSE,FALSE,NA,NA
"In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup",FALSE,471994,NA,2019-02-14 15:18:47,TRUE,NA,"1096066230442749952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",71435,FALSE,FALSE,NA,NA
"Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS",FALSE,290943,NA,2019-02-14 03:10:37,TRUE,NA,"1095882980839616512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",33968,FALSE,FALSE,NA,NA
"Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.",FALSE,125241,NA,2019-02-13 01:18:20,FALSE,NA,"1095492333481705472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11759,FALSE,FALSE,NA,NA
"RT @MichelleObama: A big part of friendship is showing up for your girls—that’s why I was thrilled to be there for the one and only @alicia…",FALSE,0,NA,2019-02-11 04:01:16,FALSE,NA,"1094808564437303297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",37738,TRUE,FALSE,NA,NA
"My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB",FALSE,63184,NA,2019-02-08 04:04:14,FALSE,NA,"1093722143513346048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",9847,FALSE,FALSE,NA,NA
"We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf",FALSE,235348,NA,2019-02-08 04:03:33,TRUE,NA,"1093721973824339968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",27744,FALSE,FALSE,NA,NA
"As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X",FALSE,243970,NA,2019-02-01 16:08:02,TRUE,NA,"1091367581964034048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38590,FALSE,FALSE,NA,NA
"The @ObamaFoundation is connecting people from around the world so they can form partnerships just like this. I am… https://t.co/dV9rIvzy8L",FALSE,87657,NA,2019-01-25 18:18:52,TRUE,NA,"1088863791058698240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11278,FALSE,FALSE,NA,NA
"I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG",FALSE,749743,NA,2019-01-21 16:14:42,TRUE,NA,"1087382991901474816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",156212,FALSE,FALSE,NA,NA
"RT @MBK_Alliance: President Obama challenged us to improve our communities in 2019—and mentorship is a concrete action we can take. With @M…",FALSE,0,NA,2019-01-17 20:21:58,FALSE,NA,"1085995668668366848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",1905,TRUE,FALSE,NA,NA
"I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm",FALSE,1378388,NA,2019-01-17 15:02:10,TRUE,NA,"1085915185146150912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",175439,FALSE,FALSE,NA,NA
"In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu",FALSE,812828,NA,2019-01-01 16:19:34,TRUE,NA,"1080136459670175744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",106324,FALSE,FALSE,NA,NA
"I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc",FALSE,90381,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048229382017024","1079048231298883584","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",11084,FALSE,FALSE,NA,NA
"Leaders like Jonny Boucher, a Chicago native who, after losing too many friends and family to suicide, started a co… https://t.co/lKmjQt4MNA",FALSE,110819,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048228354457600","1079048229382017024","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",18805,FALSE,FALSE,NA,NA
"Leaders like Hong Hoang, who mobilized a youth-led movement to create a greener world after becoming the first Viet… https://t.co/gDZ1xNFqhP",FALSE,28316,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048227448475649","1079048228354457600","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3588,FALSE,FALSE,NA,NA
"Leaders like Moussa Kondo and Sandor Lederer, who are each doing their part to fight corruption in their native cou… https://t.co/XfRJsPyEBG",FALSE,26332,"BarackObama",2018-12-29 16:15:19,TRUE,"1079048223342264320","1079048227448475649","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3652,FALSE,FALSE,NA,NA
"Leaders like Dejah Powell, who started an organization to bring health and wellness resources to communities on the… https://t.co/bHnnttq0bZ",FALSE,34264,"BarackObama",2018-12-29 16:15:18,TRUE,"1079048221861634048","1079048223342264320","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4933,FALSE,FALSE,NA,NA
"As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to cha… https://t.co/wg2DdYAJWs",FALSE,379471,NA,2018-12-29 16:15:18,TRUE,NA,"1079048221861634048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",81074,FALSE,FALSE,NA,NA
"As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflec… https://t.co/rSD2tphr3l",FALSE,278501,NA,2018-12-28 14:34:43,TRUE,NA,"1078660520650174464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",46026,FALSE,FALSE,NA,NA
"Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw",FALSE,907910,NA,2018-12-25 14:14:37,FALSE,NA,"1077568301281263616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",88802,FALSE,FALSE,NA,NA
"There’s no better time than the holidays to give back to your community. Yesterday I got to do just that at… https://t.co/gGLJomf3ua",FALSE,199651,NA,2018-12-20 20:55:31,TRUE,NA,"1075857251066363905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32013,FALSE,FALSE,NA,NA
"Merry Christmas and happy holidays to the extraordinary kids, families, and staff at Children’s National. And thank… https://t.co/zhMp8GSpfO",FALSE,391425,NA,2018-12-19 21:48:12,TRUE,NA,"1075508118359076864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",63767,FALSE,FALSE,NA,NA
"Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love hav… https://t.co/MMZXvDdvaU",FALSE,76938,NA,2018-12-15 21:15:39,TRUE,NA,"1074050377291624449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",22632,FALSE,FALSE,NA,NA
"Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",FALSE,151055,NA,2018-12-15 00:58:26,FALSE,NA,"1073744054960250880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31993,FALSE,FALSE,NA,NA
"As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing again… https://t.co/EsieA1Ry5F",FALSE,210233,NA,2018-12-13 04:15:34,TRUE,NA,"1073068889339240450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",42486,FALSE,FALSE,NA,NA
"RT @ObamaFoundation: The Cares Family reaches across generational divides to reduce loneliness in the U.K. Hear more from Alex Smith, found…",FALSE,0,NA,2018-12-12 17:23:14,FALSE,NA,"1072904726180712453",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2046,TRUE,FALSE,NA,NA
"No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insuranc… https://t.co/rThqk0VTXA",FALSE,340441,NA,2018-12-10 15:40:51,TRUE,NA,"1072154184382844928",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",132667,FALSE,FALSE,NA,NA
"RT @GetUSCovered: Just ONE WEEK LEFT to #GetCovered for 2019. Most folks can find coverage for $75 or less per month.

Head over to https:/…",FALSE,0,NA,2018-12-08 14:17:50,FALSE,NA,"1071408513933602816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2725,TRUE,FALSE,NA,NA
"Happy Hanukkah! Over these eight nights, we draw inspiration from light that can overpower any darkness, and recomm… https://t.co/IxuDfVzDLf",FALSE,401922,NA,2018-12-02 22:09:40,TRUE,NA,"1069352929633755136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",49917,FALSE,FALSE,NA,NA
"America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90",FALSE,364128,NA,2018-12-01 05:36:23,TRUE,NA,"1068740570921738241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",65530,FALSE,FALSE,NA,NA
"I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doi… https://t.co/Mnydz2BMZX",FALSE,237312,NA,2018-11-21 18:57:58,TRUE,NA,"1065318418470064128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",39065,FALSE,FALSE,NA,NA
"Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me… https://t.co/noTTWJDrlv",FALSE,136269,NA,2018-11-21 01:37:14,TRUE,NA,"1065056512324919296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",19601,FALSE,FALSE,NA,NA
"RT @ObamaFoundation: The Obama Presidential Center represents a historic opportunity to build a world-class museum and public gathering spa…",FALSE,0,NA,2018-11-19 21:56:30,FALSE,NA,"1064638575139069953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3101,TRUE,FALSE,NA,NA
"When someone shares their story, we see the world through their eyes. I’m looking forward to hearing a few from lea… https://t.co/4ZM6S85yuU",FALSE,90048,NA,2018-11-18 23:32:03,TRUE,NA,"1064300232308113408",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",13983,FALSE,FALSE,NA,NA
"Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v",FALSE,89899,NA,2018-11-15 16:43:52,TRUE,NA,"1063110344762105857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15900,FALSE,FALSE,NA,NA
"Of course, @MichelleObama’s my wife, so I’m a little biased here. But she also happens to be brilliant, funny, wise… https://t.co/bhzH5QSA0x",FALSE,527262,NA,2018-11-13 18:37:35,TRUE,NA,"1062414184938377216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",63302,FALSE,FALSE,NA,NA
"Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the… https://t.co/4sNwd1l283",FALSE,286528,NA,2018-11-12 03:20:49,TRUE,NA,"1061821087724564480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",52977,FALSE,FALSE,NA,NA
"To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your ser… https://t.co/ypSU5ocwN2",FALSE,658010,NA,2018-11-11 16:14:40,TRUE,NA,"1061653443058827264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",109418,FALSE,FALSE,NA,NA
"Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The chang… https://t.co/KtOmsuUdHh",FALSE,318875,NA,2018-11-07 16:13:21,TRUE,NA,"1060203563069198336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",50138,FALSE,FALSE,NA,NA
"Today is the day. Today, it’s your turn to raise your voice to change the course of this country for the better. So… https://t.co/PHQApoHdgr",FALSE,170828,NA,2018-11-06 16:26:40,TRUE,NA,"1059844527068979201",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",37833,FALSE,FALSE,NA,NA
"If you take that power and vote, something powerful happens. Change happens. Hope happens. And with each new step w… https://t.co/QwBCsv2WKS",FALSE,69058,"BarackObama",2018-11-05 18:46:31,TRUE,"1059517327815991299","1059517330366087169","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",18018,FALSE,FALSE,NA,NA
"When you vote, you have the power to make it easier for a student to afford college, and harder for a disturbed per… https://t.co/IqykmSWOMo",FALSE,101639,"BarackObama",2018-11-05 18:46:30,TRUE,"1059517324053622785","1059517327815991299","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",25117,FALSE,FALSE,NA,NA
"When you vote, you have the power to protect voting rights. To make sure our criminal justice system treats everyon… https://t.co/KmjBq77g5M",FALSE,59628,"BarackObama",2018-11-05 18:46:29,TRUE,"1059517321524535296","1059517324053622785","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13424,FALSE,FALSE,NA,NA
"When we've been at such crossroads before, Americans have made the right choice. Not because we sat back and waited… https://t.co/Rrxma5NCX1",FALSE,51362,"BarackObama",2018-11-05 18:46:28,TRUE,"1059517317011398656","1059517321524535296","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11294,FALSE,FALSE,NA,NA
"Tomorrow’s elections might be the most important of our lifetimes. The health care of millions is on the ballot. Ma… https://t.co/9Vw2V9sSLv",FALSE,504104,NA,2018-11-05 18:46:27,TRUE,NA,"1059517317011398656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",135915,FALSE,FALSE,NA,NA
"Speaking of preexisting conditions, open enrollment starts today. If you or someone you know needs health care, vis… https://t.co/VKJHRTRNY2",FALSE,55284,NA,2018-11-01 21:20:50,TRUE,NA,"1058106616464240640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21042,FALSE,FALSE,NA,NA
"Elections matter. You have the power to protect a family’s health care. Make a plan, grab some friends, and vote: https://t.co/rY8Ip1km9p",FALSE,32817,"BarackObama",2018-11-01 18:32:47,FALSE,"1058064320356081665","1058064323984179206","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8337,FALSE,FALSE,NA,NA
"While we're talking about preexisting conditions, the ACA is the law that finally protected your coverage for preex… https://t.co/tixOSz0DNP",FALSE,72076,NA,2018-11-01 18:32:46,TRUE,NA,"1058064320356081665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21426,FALSE,FALSE,NA,NA
"Not sure who and what you can vote for? Head over to https://t.co/SHxg6ael0O to look up your state, learn who's run… https://t.co/ATph6fzt75",FALSE,96096,NA,2018-10-31 18:20:55,TRUE,NA,"1057698949153349633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",35348,FALSE,FALSE,NA,NA
"Your vote can decide the health care of millions. Your voice can determine the character of our country. You have p… https://t.co/ou6DL1g1b6",FALSE,82222,NA,2018-10-30 15:44:20,TRUE,NA,"1057297156711813123",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",24427,FALSE,FALSE,NA,NA
"We grieve for the Americans murdered in Pittsburgh. All of us have to fight the rise of anti-Semitism and hateful r… https://t.co/X9SED9pg8X",FALSE,826723,NA,2018-10-27 21:54:34,TRUE,NA,"1056303165610618880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",180086,FALSE,FALSE,NA,NA
"The last presidential election turned on fewer than 100,000 votes in three states. More people go to Coachella. The… https://t.co/JtJlYxwGbf",FALSE,241204,NA,2018-10-17 17:21:34,TRUE,NA,"1052610585328869377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",96335,FALSE,FALSE,NA,NA
"America is always at our best when we look out for each other. Please do what you can to help people recover and re… https://t.co/p53FdzYe97",FALSE,95034,NA,2018-10-12 01:51:01,TRUE,NA,"1050564463907270656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",17768,FALSE,FALSE,NA,NA
"I’m so proud of the work @MichelleObama has done over the years to ensure adolescent girls have access to education… https://t.co/oMXzcgI4l2",FALSE,185833,NA,2018-10-11 14:01:16,TRUE,NA,"1050385850792640512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32676,FALSE,FALSE,NA,NA
"Congratulations to Drew Brees on the all time passing record. Always a class act.",FALSE,321956,NA,2018-10-09 03:47:49,FALSE,NA,"1049506695339229186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",33341,FALSE,FALSE,NA,NA
"Happy Anniversary, @MichelleObama. For 26 years, you’ve been an extraordinary partner, someone who can always make… https://t.co/csomlGbL1B",FALSE,677607,NA,2018-10-03 19:08:58,TRUE,NA,"1047564181266939905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",65492,FALSE,FALSE,NA,NA
"Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for some… https://t.co/oqewS0Y8vZ",FALSE,208426,NA,2018-10-01 16:46:18,TRUE,NA,"1046803503988006912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45114,FALSE,FALSE,NA,NA
"From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And… https://t.co/mlAp2SRZlP",FALSE,114087,NA,2018-09-29 16:29:29,TRUE,NA,"1046074495201693697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11115,FALSE,FALSE,NA,NA
"The antidote to government by a powerful few is government by the organized, energized many. This National Voter Re… https://t.co/3W5pfaUdKd",FALSE,369982,NA,2018-09-25 20:49:10,TRUE,NA,"1044690296917962754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",96970,FALSE,FALSE,NA,NA
"The first class of Obama Fellows is full of leaders like Keith—hardworking, innovative, and dedicated to partnering… https://t.co/nOd6FzH23n",FALSE,87029,NA,2018-09-14 16:20:47,TRUE,NA,"1040636488445255680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13207,FALSE,FALSE,NA,NA
"We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who de… https://t.co/ku270JQnwl",FALSE,741932,NA,2018-09-11 13:52:34,TRUE,NA,"1039512025406349312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",132826,FALSE,FALSE,NA,NA
"RT @nowthisnews: If you still don't think the midterms will affect you, @BarackObama is back to spell out just how important they are https…",FALSE,0,NA,2018-09-08 16:26:57,FALSE,NA,"1038463712506667008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",53165,TRUE,FALSE,NA,NA
"Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need… https://t.co/brM6Vd7j2R",FALSE,258267,NA,2018-09-07 15:08:22,TRUE,NA,"1038081548833222658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45569,FALSE,FALSE,NA,NA
"Yesterday I met with high school students on Chicago’s Southwest side who spent the summer learning to code some pr… https://t.co/hY9B0mSQB9",FALSE,381742,NA,2018-08-29 19:54:41,TRUE,NA,"1034892109868945409",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",54400,FALSE,FALSE,NA,NA
"Congratulations to Hawaii for winning the Little League World Series! You make America very proud. <U+0001F919><U+0001F3FE> https://t.co/8Un7LPXgX1",FALSE,364069,NA,2018-08-26 21:40:29,FALSE,NA,"1033831571944554498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31967,FALSE,FALSE,NA,NA
"Our statement on the passing of Senator John McCain: https://t.co/3GBjNYxoj5",FALSE,843796,NA,2018-08-26 01:09:45,FALSE,NA,"1033521851312623616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",175276,FALSE,FALSE,NA,NA
"Aretha helped define the American experience. In her voice, we could feel our history, all of it and in every shade… https://t.co/hUcQpbdydq",FALSE,571743,NA,2018-08-16 16:31:18,TRUE,NA,"1030129887623958538",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",126207,FALSE,FALSE,NA,NA
"Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals, the idea that a… https://t.co/mMVBHEBzsv",FALSE,212686,NA,2018-08-06 14:53:32,TRUE,NA,"1026481404782235648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",36938,FALSE,FALSE,NA,NA
"I’m confident that, together, they’ll strengthen this country we love by restoring opportunity, repairing our allia… https://t.co/CgiImgqCDD",FALSE,193363,"BarackObama",2018-08-01 16:20:24,TRUE,"1024691241093607425","1024691324933562369","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",33366,FALSE,FALSE,NA,NA
"Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse, patrioti… https://t.co/i0MECnqfJr",FALSE,228331,NA,2018-08-01 16:20:04,TRUE,NA,"1024691241093607425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",51013,FALSE,FALSE,NA,NA
"Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's exampl… https://t.co/iT1v545C2L",FALSE,245028,NA,2018-07-18 16:19:30,TRUE,NA,"1019617669958586368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",37838,FALSE,FALSE,NA,NA
"This week, I’m traveling to Africa for the first time since I left office – a continent of wonderful diversity, thr… https://t.co/UDROtalUlX",FALSE,399531,NA,2018-07-13 13:42:22,TRUE,NA,"1017766186296193024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",54362,FALSE,FALSE,NA,NA
"RT @MichelleObama: Sometimes truth transcends party. https://t.co/TeFM7NmNzU",FALSE,0,NA,2018-06-18 17:52:50,FALSE,NA,"1008769520759173121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",123182,TRUE,FALSE,NA,NA
"Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7",FALSE,144973,NA,2018-06-12 15:09:54,TRUE,NA,"1006554191676964864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",12241,FALSE,FALSE,NA,NA
"“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",FALSE,1074595,NA,2018-06-08 16:01:17,TRUE,NA,"1005117568913412098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",225380,FALSE,FALSE,NA,NA
"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",FALSE,210102,NA,2018-06-01 15:33:58,TRUE,NA,"1002573982212788224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",46022,FALSE,FALSE,NA,NA
"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",FALSE,574686,NA,2018-05-28 16:02:01,TRUE,NA,"1001131488103030784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",108592,FALSE,FALSE,NA,NA
"This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle a… https://t.co/XN7anzCTst",FALSE,130148,NA,2018-05-23 20:40:01,TRUE,NA,"999389510550028289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",19086,FALSE,FALSE,NA,NA
"Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",FALSE,570256,NA,2018-05-13 14:32:16,TRUE,NA,"995673081531248642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",54393,FALSE,FALSE,NA,NA
"There are few issues more important to the security of the US than the potential spread of nuclear weapons or the p… https://t.co/ym4YTPpbWl",FALSE,430192,NA,2018-05-08 19:40:56,TRUE,NA,"993938824752451586",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",124416,FALSE,FALSE,NA,NA
"RT @MichelleObama: Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher e…",FALSE,0,NA,2018-05-02 16:00:44,FALSE,NA,"991709079600091136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",6815,TRUE,FALSE,NA,NA
"These talented young people will create a better future not just in Africa, but around the world. I can’t wait to s… https://t.co/0YgQxnOrz9",FALSE,193890,NA,2018-04-23 19:13:36,TRUE,NA,"988496127996678145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",28690,FALSE,FALSE,NA,NA
